slide_id,check,status,severity,detail
b4_train_only_guard,overlay_field_focus_marks,PASS,error,"[{'id': 'train_test_guard', 'role': 'guard', 'shape': 'vertical_rule', 'x': 0.73, 'y0': 0.335, 'y1': 0.705, 'color': 'red', 'z': 'Z5'}]"
b4_train_only_guard,overlay_field_forbidden_visible_terms,PASS,error,"['LOMO', 'payload', 'artifact', 'macro-F1', '/Users/', 'sklearn', 'StandardScaler', 'fit_transform']"
b4_train_only_guard,slide_id_match_overlay,PASS,error,b4_train_only_guard vs b4_train_only_guard
b4_train_only_guard,slide_id_match_qa,PASS,error,b4_train_only_guard vs b4_train_only_guard
b4_train_only_guard,stage_match_qa,PASS,error,post_render vs post_render
b4_train_only_guard,canvas_width,PASS,error,3840
b4_train_only_guard,canvas_height,PASS,error,2160
b4_train_only_guard,canvas_aspect,PASS,error,16:9
b4_train_only_guard,coordinate_system,PASS,error,normalized_0_1
b4_train_only_guard,path_exists_content_brief,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/docs/VISUAL_BRIDGE_CONTENT_BRIEFS_B1_B4_2026_06_01.md
b4_train_only_guard,path_exists_technical_preflight,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/docs/VISUAL_BRIDGE_TECHNICAL_PREFLIGHT_B3_B4_2026_06_01.md
b4_train_only_guard,path_exists_generator,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/scripts/build_visual_bridge_scene_contracts.py
b4_train_only_guard,evidence_source_0_exists,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/docs/VISUAL_BRIDGE_CONTENT_BRIEFS_B1_B4_2026_06_01.md
b4_train_only_guard,evidence_source_1_exists,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/docs/VISUAL_METHODS_EXPLANATION_GAP_MAP_2026_06_01.md
b4_train_only_guard,evidence_source_2_exists,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/docs/VISUAL_METHODS_STORYBOARD_2026_06_01.md
b4_train_only_guard,evidence_source_3_exists,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/docs/VISUAL_METHODS_EXPLAINER_PILOT_2026_06_01.md
b4_train_only_guard,evidence_source_4_exists,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/output/premium_methods_scenes/methods_data_to_evaluation_overview_manifest.json
b4_train_only_guard,output_path_declared_scene_plate,PASS,error,'output/premium_bridge_scenes/b4_train_only_guard/scene_plate.png'
b4_train_only_guard,output_path_declared_rendered_preview_png,PASS,error,'output/premium_bridge_scenes/b4_train_only_guard/rendered_preview.png'
b4_train_only_guard,output_path_declared_rendered_preview_pdf,PASS,error,'output/premium_bridge_scenes/b4_train_only_guard/rendered_preview.pdf'
b4_train_only_guard,output_path_declared_overlay_spec,PASS,error,'output/premium_bridge_scenes/b4_train_only_guard/overlay_spec.json'
b4_train_only_guard,output_path_declared_manifest,PASS,error,'output/premium_bridge_scenes/b4_train_only_guard/manifest.json'
b4_train_only_guard,output_path_declared_qa,PASS,error,'output/premium_bridge_scenes/b4_train_only_guard/qa.json'
b4_train_only_guard,render_output_exists_scene_plate,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/output/premium_bridge_scenes/b4_train_only_guard/scene_plate.png
b4_train_only_guard,render_output_exists_rendered_preview_png,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/output/premium_bridge_scenes/b4_train_only_guard/rendered_preview.png
b4_train_only_guard,render_output_exists_rendered_preview_pdf,PASS,error,/Users/jak4013/Dropbox/Bioinformatics/Claude/GeneLab_benchmark/output/premium_bridge_scenes/b4_train_only_guard/rendered_preview.pdf
b4_train_only_guard,visible_word_budget,PASS,error,23/45
b4_train_only_guard,forbidden_term_absent_LOMO,PASS,error,LOMO
b4_train_only_guard,forbidden_term_absent_payload,PASS,error,payload
b4_train_only_guard,forbidden_term_absent_artifact,PASS,error,artifact
b4_train_only_guard,forbidden_term_absent_macro-F1,PASS,error,macro-F1
b4_train_only_guard,forbidden_term_absent_/Users/,PASS,error,/Users/
b4_train_only_guard,forbidden_term_absent_sklearn,PASS,error,sklearn
b4_train_only_guard,forbidden_term_absent_StandardScaler,PASS,error,StandardScaler
b4_train_only_guard,forbidden_term_absent_fit_transform,PASS,error,fit_transform
b4_train_only_guard,no_absolute_local_path_in_visible_text,PASS,error,Feature processing stays on the training side choose features scale fit model score hidden mission train-only processing Feature choices are learned before scoring.
b4_train_only_guard,text_headline_coord_normalized,PASS,error,"x=0.065, y=0.135"
b4_train_only_guard,text_headline_coord_safe_area,PASS,warn,"x=0.065, y=0.135"
b4_train_only_guard,text_headline_font_min,PASS,error,font_pt=27
b4_train_only_guard,text_headline_line_length,PASS,warn,max_line_chars=45
b4_train_only_guard,text_choose_features_coord_normalized,PASS,error,"x=0.355, y=0.47"
b4_train_only_guard,text_choose_features_coord_safe_area,PASS,warn,"x=0.355, y=0.47"
b4_train_only_guard,text_choose_features_font_min,PASS,error,font_pt=9.0
b4_train_only_guard,text_choose_features_line_length,PASS,warn,max_line_chars=15
b4_train_only_guard,text_scale_coord_normalized,PASS,error,"x=0.505, y=0.47"
b4_train_only_guard,text_scale_coord_safe_area,PASS,warn,"x=0.505, y=0.47"
b4_train_only_guard,text_scale_font_min,PASS,error,font_pt=9.0
b4_train_only_guard,text_scale_line_length,PASS,warn,max_line_chars=5
b4_train_only_guard,text_fit_model_coord_normalized,PASS,error,"x=0.65, y=0.47"
b4_train_only_guard,text_fit_model_coord_safe_area,PASS,warn,"x=0.65, y=0.47"
b4_train_only_guard,text_fit_model_font_min,PASS,error,font_pt=9.0
b4_train_only_guard,text_fit_model_line_length,PASS,warn,max_line_chars=9
b4_train_only_guard,text_score_hidden_coord_normalized,PASS,error,"x=0.805, y=0.61"
b4_train_only_guard,text_score_hidden_coord_safe_area,PASS,warn,"x=0.805, y=0.61"
b4_train_only_guard,text_score_hidden_font_min,PASS,error,font_pt=9.0
b4_train_only_guard,text_score_hidden_line_length,PASS,warn,max_line_chars=20
b4_train_only_guard,status_labels_scope_coord_normalized,PASS,error,"x=0.065, y=0.865"
b4_train_only_guard,status_labels_scope_coord_safe_area,PASS,warn,"x=0.065, y=0.865"
b4_train_only_guard,status_labels_scope_font_min,PASS,error,font_pt=7.8
b4_train_only_guard,status_labels_scope_line_length,PASS,warn,max_line_chars=21
b4_train_only_guard,status_labels_caveat_coord_normalized,PASS,error,"x=0.065, y=0.9"
b4_train_only_guard,status_labels_caveat_coord_safe_area,PASS,warn,"x=0.065, y=0.9"
b4_train_only_guard,status_labels_caveat_font_min,PASS,error,font_pt=7.4
b4_train_only_guard,status_labels_caveat_line_length,PASS,warn,max_line_chars=43
b4_train_only_guard,focus_train_test_guard_coords_normalized,PASS,error,"[('x', 0.73), ('y0', 0.335), ('y1', 0.705)]"
b4_train_only_guard,pre_render_gate_content_brief_declared,PASS,error,True
b4_train_only_guard,pre_render_gate_technical_preflight_declared,PASS,error,True
b4_train_only_guard,pre_render_gate_evidence_sources_declared,PASS,error,True
b4_train_only_guard,pre_render_gate_claim_boundary_declared,PASS,error,True
b4_train_only_guard,pre_render_gate_output_paths_declared,PASS,error,True
b4_train_only_guard,pre_render_gate_overlay_spec_declared,PASS,error,True
b4_train_only_guard,pre_render_gate_manifest_declared,PASS,error,True
